Id,Query,Time,OriginalIntent,FinalIntent,OriginalScore,Nouns,Verbs,Response,ConversationId
F9BAE2F2-DBE3-4696-957E-74049E03B56C,Taxi licensing,19-Dec-22,Root.Hello,Root.Hello,0.07532938,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,8FrZGm3XgGCFJ331zOE7Bz-eu
5B836EE4-A0BF-47F9-9CD9-0C1342494E09,Taxi licensing,19-Dec-22,Root.Hello,Root.Hello,0.07532938,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,8FrZGm3XgGCFJ331zOE7Bz-eu
66793B7A-7D51-4EBA-8F35-D403B0B8E540,DBS taxi,19-Dec-22,Root.Hello,Root.Hello,0.07532938,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,8FrZGm3XgGCFJ331zOE7Bz-eu
88E17895-14FB-4F9D-98C7-EB53D4DBA163,*,19-Dec-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,41LoKAMW23d4Cv3PjmhJBA-eu
F8299CF4-90B6-427D-A2FA-BC8EDDDA3F77,*,19-Dec-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,41LoKAMW23d4Cv3PjmhJBA-eu
58DBC2C0-463F-48B5-9881-7191BDD376AB,Speak to someone,19-Dec-22,Base.Person.Transfer,Base.Person.Transfer,0.99921304,someone someone ,Speak,,8FrZGm3XgGCFJ331zOE7Bz-eu
19B0D068-F431-4ABE-9D3E-A7136CF92B0B,To make an appointment with Kevin Donovan,19-Dec-22,LocalGov.Housing.Repairs.Rebook,LocalGov.Housing.Repairs.Rebook,0.1776117,appointment Kevin Donovan appointments Kevins Donovans Kevin-Donovan,make,,41LoKAMW23d4Cv3PjmhJBA-eu
705B5F72-6738-464F-8E55-1AA6E6148A11,How is Vivian Berry's housing application going,19-Dec-22,LocalGov.Housing.Application.Help.Request,LocalGov.Housing.Application.Help.Request,0.47884583,Vivian Berrys housing application going Vivians Berrys housing applications going Vivian-Berry's-housing-application,house go,{Carousel},Kl32zHZY4NV1YKqAtBBngV-eu
9456962E-8401-48B2-BCB3-23C40EB6386F,Speak with,19-Dec-22,Root.IWantTo,Root.IWantTo,0.10963324,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,5hZR00917SrLLnRVs9qLOe-eu
F9A6FBEF-4088-4B58-A92E-5B3F91D21CC5,I need to speak to the temporary accommodation team,19-Dec-22,Base.Person.Transfer,Base.Person.Transfer,0.9999972,accommodation team accommodations teams temporary-accommodation-team,speak,,5hZR00917SrLLnRVs9qLOe-eu
1BAEC76B-4D5D-497D-8883-8B2A87BA5769,I need to have a new waste caddy bin and I can't do it online,19-Dec-22,LocalGov.Waste.Household.Dispose.How,LocalGov.Waste.Household.Dispose.How,0.4958108,waste caddy bin wastes caddies bins new-waste-caddy-bin,,{Carousel},5SX6y0EnlVtA9aUASpQQep-eu
0007C55B-EA8E-4F94-A802-1774E9E63F86,I have moved home,19-Dec-22,LocalGov.CouncilTax.Moving.Info,LocalGov.CouncilTax.Moving.Info,0.7974176,  ,,{Carousel},l8oi2HDveGK4JUvMpwvN2-eu
A725CE88-CC3D-40E7-BCB3-42F161E3E534,Police liaison contact,19-Dec-22,LocalGov.Base.PublicServiceLocation.Contact,LocalGov.Base.PublicServiceLocation.Contact,0.23524128,Police liaison contact Police liaisons contacts Police-liaison-contact,,,5NA36KJmYYd38Zp4vN1udQ-eu
F2C9DF8B-09F5-4657-A254-845C88079DC6,Question for Council tax,19-Dec-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.90930545,Question Council tax Questions Councils taxes Council-tax,,{Carousel},LUROFKqCh5d94HMrs3M6rA-eu
DC225146-B190-4A44-A199-41BC5350CD5F,My rubbish bin hasn't been collected,19-Dec-22,LocalGov.Bin.Any.Missed.Report,LocalGov.Bin.Any.Missed.Report,0.9712331,bin bins rubbish-bin,hasnt,{Carousel},3mLB9VDXiaY7XiFuBa4vay-eu
B53F4BD9-7320-4240-AFDB-1C5116E0101D,Housing exchange,19-Dec-22,LocalGov.Housing.MutualExchange.Info,LocalGov.Housing.MutualExchange.Info,0.762473,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,HGJsBGamWWt17lokxUhFVk-eu
66D362AB-32A0-45FD-8C32-32783D3B863F,Moving flat,19-Dec-22,LocalGov.Housing.MutualExchange.Info,LocalGov.Housing.MutualExchange.Info,0.8448913,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,HGJsBGamWWt17lokxUhFVk-eu
20D70E38-2376-4B8D-92CD-59B3E42C94F0,Exchange flats,19-Dec-22,Root.HowDoI,Root.HowDoI,0.17440546,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,HGJsBGamWWt17lokxUhFVk-eu
8E789E6A-0B5E-488A-942F-75D16D07F6F0,Exchange,19-Dec-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,HGJsBGamWWt17lokxUhFVk-eu
024E3EA6-C62D-4F95-ACE8-E7D9AD0FDEDD,I need to talk to the dog warden,19-Dec-22,Base.Person.Transfer,Base.Person.Transfer,0.9999972,dog warden dogs wardens dog-warden,talk,,HtjSglUqWabw7owu4lvJA-eu
4C9C9DCB-315B-43DD-8789-39D3A609C84B,I want,19-Dec-22,Root.IWantTo,Root.IWantTo,0.9557701,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,HMjswHwbTheH6DqPrl73nf-eu
70D0FC33-AE8E-4B0F-8DF6-12D69A3FCE5C,Eligibility for carer,19-Dec-22,Root.HowDoI,Root.HowDoI,0.12253617,Eligibility carer Eligibilities carers ,,,3BRMQMypKZkKuwp4ZZnkfV-eu
6C4FE90E-D0E5-4243-861A-188ACB0EAD5A,Opening times of lewes District Council over Christmas,20-Dec-22,LocalGov.Base.PublicServiceLocation.Contact,LocalGov.Base.PublicServiceLocation.Contact,0.15529753,Opening times lewes District Council Christmas Opening time lewes Districts Councils Christmas times-of-lewes-District-Council,open,,5lup78mUZyjJoBylyH9cWl-eu
90F3517F-7A4E-4F3D-AD16-540EDA3B4E4C,"Not pay, housing need",20-Dec-22,LocalGov.CouncilTax.Obligation.Who,LocalGov.CouncilTax.Obligation.Who,0.20968376,housing need housing needs housing-need,pay house,,Ieve1SOwloGIrq62vQtaS7-eu
20DEA9C7-B1DF-4A57-A0B7-842BB298BFAA,"Yeah, we'll do it. Doesn't link into any river though, so we'll just like he said, goes underground. Well, it'll be that one there",20-Dec-22,LocalGov.Housing.Homeless.Imminent.Info,LocalGov.Housing.Homeless.Imminent.Info,0.41201264,,,Your request was a bit too long to understand I'm afraid. Please try using 20 words or less.,D5J2bx6Sa5vK4rW071lpbT-eu
AAF63AE5-D2CA-49B5-87C3-629D1ACD7B23,Who owns the river next to me,20-Dec-22,Root.HowDoI,Root.HowDoI,0.9203978,river rivers ,,,D5J2bx6Sa5vK4rW071lpbT-eu
BFD62213-B149-49CC-A6D2-1590734179CB,How do I get the Council fence post removed,20-Dec-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.123369485,Council fence post Councils fences posts Council-fence-post,get,,G14hczBrESoGlEbPrOUCTM-eu
5C830891-BBEC-478A-961C-0C7AB7DC176B,Renewing my permit parking in Eastbourne. I can't do it online,20-Dec-22,LocalGov.Parking.Permit.Usage.Info,LocalGov.Parking.Permit.Usage.Info,0.22017127,Renewing permit parking Eastbourne Renewing permits parking Eastbournes permit-parking,renew park,,DB2fieEzkDH2sGtfw7pwMa-eu
B7C0CB3F-0480-43D6-8AC4-1E28C027189E,Faithful rubbish collection,20-Dec-22,Base.Comment.Negative,Base.Comment.Negative,0.5366194,rubbish collection rubbishes collections Faithful-rubbish-collection,,,CBBmBkLyUZO9HEdC8SFfYE-eu
21DB5EAA-DC88-4D6D-9990-7A5F32D2CE75,Should the Council tax,20-Dec-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.95376927,Council tax Councils taxes Council-tax,,{Carousel},BYR24H4nZdtGzuekOaa7X2-eu
30D65518-4A62-4168-95EE-6F80AC6C847F,Downlands parking permit,20-Dec-22,LocalGov.Parking.Permit.Apply,LocalGov.Parking.Permit.Apply,0.9305889,Downlands parking permit Downlands parking permits Downlands-parking-permit,park,{Carousel},LbyhyZb4FwZLpwpYBXV7sm-eu
6C465B7A-7536-4A89-BEB3-5F98E0CEB790,8M licence,20-Dec-22,LocalGov.Environ.Animals.Licensing.Apply.Info,LocalGov.Environ.Animals.Licensing.Apply.Info,0.873042,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,9z1Vw4s4P27EE05cEd3t21-eu
97AF872E-BCDA-4EE4-BBAB-22C92EECF5C1,I want to know where my ham license is,20-Dec-22,LocalGov.Base.PublicServiceLocation.Where,LocalGov.Base.PublicServiceLocation.Where,0.046509463,ham license hams licenses ham-license,,,9z1Vw4s4P27EE05cEd3t21-eu
15C0DB8C-E214-4EB9-9159-5129B662C557,With my sight,20-Dec-22,Root.Sensitive.Desperation,Root.Sensitive.Desperation,0.15424049,sight sights ,,,5458NtZ1zqC8WVL5YEEnhf-eu
4716D348-1866-4F41-8C24-B2F7ECF5FDB8,Car Park season ticket,20-Dec-22,LocalGov.Parking.SeasonTickets.Apply,LocalGov.Parking.SeasonTickets.Apply,0.9996336,Car Park season ticket Cars Parks seasons tickets Car-Park-season-ticket,,{Carousel},BnGzEXfmv1I10lG9tflp8f-eu
F8EE0029-FBFC-495D-A7D9-E75DBB677FE5,Damage to pathways,20-Dec-22,Root.Sensitive.Desperation,Root.Sensitive.Desperation,0.059088096,Damage pathways Damages pathway ,,,DPjknVkvnAcJ7VdwqbSt0d-eu
C766E445-06A9-45D5-A275-DBFE03660D0E,Council tax,20-Dec-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.9862356,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,DqouhlBShtJ5hik4ExhcgS-eu
896D0179-F012-4863-8EAA-0C8992047243,,20-Dec-22,,,0,,,"System.NullReferenceException: Object reference not set to an instance of an object.     at ICS.Flex.Bot.Root.Dialogs.FlexIDialogBase.LogUserInput(String personality, LuisDispatchResponse luisResponse, String botResponse, String userId, String conversatio",NULL
0FE1B66E-11C2-427E-B963-ADEDB5A207D5,,20-Dec-22,,,0,,,"System.NullReferenceException: Object reference not set to an instance of an object.     at ICS.Flex.Bot.Root.Dialogs.FlexIDialogBase.LogUserInput(String personality, LuisDispatchResponse luisResponse, String botResponse, String userId, String conversatio",NULL
958897FE-DB68-41A9-8319-15043854FDA8,,20-Dec-22,,,0,,,"System.NullReferenceException: Object reference not set to an instance of an object.     at ICS.Flex.Bot.Root.Dialogs.FlexIDialogBase.LogUserInput(String personality, LuisDispatchResponse luisResponse, String botResponse, String userId, String conversatio",NULL
4EC380AB-FC85-4FBD-BF42-AADA0BD46EF1,,20-Dec-22,,,0,,,"System.NullReferenceException: Object reference not set to an instance of an object.     at ICS.Flex.Bot.Root.Dialogs.FlexIDialogBase.LogUserInput(String personality, LuisDispatchResponse luisResponse, String botResponse, String userId, String conversatio",NULL
1B6A495D-A03B-4AE6-B045-0756375FB2FD,,20-Dec-22,,,0,,,"System.NullReferenceException: Object reference not set to an instance of an object.     at ICS.Flex.Bot.Root.Dialogs.FlexIDialogBase.LogUserInput(String personality, LuisDispatchResponse luisResponse, String botResponse, String userId, String conversatio",NULL
BBAD37E5-3D62-4BB3-BCA8-21750D69E290,Trying to find someone from Eastbourne Housing investment company,20-Dec-22,LocalGov.Housing.HomeVisit.Book,LocalGov.Housing.HomeVisit.Book,0.025638344,Trying someone Eastbourne Housing investment company Trying someone Eastbournes Housing investments companies Eastbourne-Housing-investment-company,try house,,AUFo0k5VPjj67f2Da3dbZu-eu
261FDD1B-52FD-4DBF-89D1-622A87B5FA85,Parking season ticket in Eastbourne,20-Dec-22,LocalGov.Parking.SeasonTickets.Apply,LocalGov.Parking.SeasonTickets.Apply,0.73345596,Parking season ticket Eastbourne Parking seasons tickets Eastbournes Parking-season-ticket,park,{Carousel},JnbVM605EzyKFZijYn8Svu-eu
075FCE03-A1FE-469A-856B-2CACEE081E08,I need help to get a mobile phone,20-Dec-22,Base.Person.Transfer,Base.Person.Transfer,0.92524004,phone phones mobile-phone,get,,K1dsQWCimEs396O7oaBmK1-eu
8863DF9B-AE6A-496F-991D-E11E39C15429,Umm 14 flight shipping,20-Dec-22,Root.Sensitive.Desperation,Root.Sensitive.Desperation,0.113961205,Umm flight shipping Umms flights shipping flight-shipping,ship,,8h8dlnJWUFt5VGaEFqc8u7-eu
14C49D6D-6E6A-4284-BF1F-CCE94D83EF01,And even advisor,20-Dec-22,Root.Sensitive.Desperation,Root.Sensitive.Desperation,0.077497974,advisor advisors ,,,C1W6YxszGkUJ4OXvuQKPBj-eu
7E75899E-B769-49A4-91FE-B0C207B190D9,Council tax,20-Dec-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.9862356,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,5P7Nbk1UTrZDqXgM6RB2Kg-eu
70E9A193-DE61-4080-B039-C703DC8174FA,Council tax,20-Dec-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.9862356,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,5P7Nbk1UTrZDqXgM6RB2Kg-eu
A856C2C9-22CA-4590-B2F6-652AB30B3A86,Signing a tenancy agreement,20-Dec-22,Root.IWantTo,Root.IWantTo,0.16718492,Signing tenancy agreement Signing tenancies agreements tenancy-agreement,sign,,EDrQtwEvePou96GVEgY0f-eu
C21354CC-C105-4671-BA98-FD496653AE08,Council tax,20-Dec-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.9862356,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,5P7Nbk1UTrZDqXgM6RB2Kg-eu
5001B755-5749-47A2-9491-D672264B2F85,"Yesterday, Everything Everywhere went there was chatting in front of her",20-Dec-22,LocalGov.Roads.Vehicle.Abandoned.Report,LocalGov.Roads.Vehicle.Abandoned.Report,0.021229347,Yesterday Everything chatting front Yesterdays Everything chatting fronts ,everyth chat,,40aNHZT4wyWWKkEqlW0Ey-eu
79E3C025-177D-45A0-8436-E48B36423D97,Council tax,20-Dec-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.9862356,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,5P7Nbk1UTrZDqXgM6RB2Kg-eu
D9F8033F-C5BA-4A0B-AA22-B08F804E153D,How to register for council tax,20-Dec-22,LocalGov.CouncilTax.Registration.Process.Info,LocalGov.CouncilTax.Registration.Process.Info,0.99186504,council tax councils taxes council-tax,register,{Carousel},5P7Nbk1UTrZDqXgM6RB2Kg-eu
7A2BFF31-EAC9-4756-94ED-837B9F9EB87A,Query on housing benefit,20-Dec-22,LocalGov.CouncilTax.Account.Manage.Info,LocalGov.CouncilTax.Account.Manage.Info,0.60560393,Query housing benefit Queries housing benefits housing-benefit,house,{Carousel},3va5Zteay5tT0uKfJpzOE-eu
20F3D2BB-9A72-4723-A561-3627E6A1BF5D,Bus passes,20-Dec-22,Root.Hello,Root.Hello,0.07532938,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,KyikBaGc4v04s5wvaTB0Yh-eu
6E703131-B984-4902-9ADD-A27A21A69237,How do I get a bus pass,20-Dec-22,LocalGov.Travel.SeniorCitizen.BusPass.Apply,LocalGov.Travel.SeniorCitizen.BusPass.Apply,0.996485,bus pass buses passes bus-pass,get,{Carousel},KyikBaGc4v04s5wvaTB0Yh-eu
162366F4-0FE7-46C0-ADFF-06830B43EE5B,Water lake,20-Dec-22,Root.Hello,Root.Hello,0.07532938,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,9MyDACh1q0zBikiz7OSbsh-eu
86F6FEB4-963C-4574-A1C0-2734ED465993,How do I find out whether I need planning permission for a garage,20-Dec-22,LocalGov.Planning.Permission.Required.Info,LocalGov.Planning.Permission.Required.Info,0.90094936,planning permission garage planning permissions garages planning-permission,plan,{Carousel},FkDDvMcN72iBvaBkT99Htl-eu
9701C10A-285F-4223-B3F2-BBDC02D2CBDD,Residents leisure card,20-Dec-22,LocalGov.Travel.SmartCitiesCard.Apply,LocalGov.Travel.SmartCitiesCard.Apply,0.8227853,Residents leisure card resident leisures cards Residents-leisure-card,,{Carousel},IqGgV2kkh2eEXCRQwvS7wZ-eu
AE4D368D-490E-432A-8E0D-7575D1012644,To extend the Council tax,20-Dec-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.75214887,Council tax Councils taxes Council-tax,extend,{Carousel},GqiJZ460Pai3gjVofocg5d-eu
D10A6898-6A83-4571-B131-7B0270502117,Mutual exchange,20-Dec-22,Root.HowDoI,Root.HowDoI,0.17565009,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,4991cWnQIvJEq5MiQptiiy-eu
917A185F-FEA1-450F-ABE2-62D451035904,How can I update my mutual exchange,20-Dec-22,LocalGov.Housing.MutualExchange.Site.Where,LocalGov.Housing.MutualExchange.Site.Where,0.89204973,exchange exchanges mutual-exchange,update,{Carousel},4991cWnQIvJEq5MiQptiiy-eu
F9CBE40C-5699-4B91-AEE9-5FD9B3724D19,query a direct debit that's come out of my account,20-Dec-22,LocalGov.Housing.Rent.Pay.DDebit.Date.Info,LocalGov.Housing.Rent.Pay.DDebit.Date.Info,0.7343207,debit thats account debits that accounts direct-debit,query come,{Carousel},K3Qi1rHDo1qA14zJSavUv4-eu
EE8E0BAB-5AC9-48B4-AFC7-9369CCC54B74,Leasehold,20-Dec-22,None,None,0.99384755,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,9jOy8cTszHXDZMErP8N6fT-eu
8673D538-851F-41A2-84E1-9C2C403EE15F,I wanna talk to a person. Jesus,20-Dec-22,Base.Person.Transfer,Base.Person.Transfer,0.9990701,person Jesus people Jesus ,wan talk,,9jOy8cTszHXDZMErP8N6fT-eu
C4FFB421-6F70-40C0-9FEC-056BE626FA10,Going to ******* human being that you can't,20-Dec-22,LocalGov.Housing.Rent.Pay.Problem.Report,LocalGov.Housing.Rent.Pay.Problem.Report,0.059091054,Going human Going humen ,go,,7Nk1fiO7aVIEhGlNx8J1TE-eu
5C2E3267-94EB-4EA6-853D-917FD9EF2A39,Request new waste recycling bags,20-Dec-22,LocalGov.Waste.Household.Dispose.How,LocalGov.Waste.Household.Dispose.How,0.39631662,waste recycling bags wastes recycling bag new-waste-recycling-bags,Request recycle,,4ZGfAkpzzwv6piIlraf5bd-eu
426AA4F7-55BF-4AFC-8AA9-7632BB788E16,5,20-Dec-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,K9lkdveW3t8SFvjYadict-eu
444622C8-34B9-490C-BCC1-707B66DF2B64,Can I talk to an advisor please,20-Dec-22,LocalGov.Base.Person.Transfer,LocalGov.Base.Person.Transfer,0.97445357,advisor advisors ,talk,,K9lkdveW3t8SFvjYadict-eu
A38B16A4-88CE-4914-8BF4-779E6C39BA4A,I need update on the tree outside my house,20-Dec-22,LocalGov.Environ.Issue.Trees.Info,LocalGov.Environ.Issue.Trees.Info,0.3715813,update tree house updates trees houses ,,,A9nbv4OPZ17IGrGhqr6f9G-eu
F968EBC8-F927-43CE-AA7B-36B0C8460E7B,Officer,20-Dec-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,JqJFkY6eeR36oSCt2TNP1c-eu
C0EA5AC6-746A-402F-B008-F8ACFAD281C8,Parking permit,20-Dec-22,LocalGov.Parking.Permit.Apply,LocalGov.Parking.Permit.Apply,0.9636553,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,GTeMvbKkTz8dPmklLv0Wu-eu
78610BE6-AFD3-4D37-8238-48DF98BCE3C3,House repairs,20-Dec-22,LocalGov.Housing.Repairs.Cancel,LocalGov.Housing.Repairs.Cancel,0.9594308,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,JqJFkY6eeR36oSCt2TNP1c-eu
CF20F1DE-4F17-4F83-ADC8-4E24E737D77C,Repairs,20-Dec-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,JqJFkY6eeR36oSCt2TNP1c-eu
B3A446F8-9A74-4E70-BEB2-664AE8400568,Parking permits,20-Dec-22,LocalGov.Parking.Permit.Apply.Rules.Info,LocalGov.Parking.Permit.Apply.Rules.Info,0.8845169,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,9x8XQjyB31H7GgEt9z10Dd-eu
A3A63B6E-333C-4DAA-9350-F7CC5FEC5A15,I'd like to buy a parking permit for the year,20-Dec-22,LocalGov.Parking.Permit.Apply.Rules.Info,LocalGov.Parking.Permit.Apply.Rules.Info,0.67061484,Id parking permit year Ids parking permits years parking-permit,buy park,{Carousel},9x8XQjyB31H7GgEt9z10Dd-eu
DDFAAE52-0B0F-4FCB-80F3-41E199532E5A,Stop,20-Dec-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,HoTevst1q2kDNe7voD4J67-eu
534A73DA-A32B-4C6F-92F8-4C8CF3A2E535,Housing,20-Dec-22,LocalGov.Housing.Repairs.Cancel,LocalGov.Housing.Repairs.Cancel,0.7818172,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,HoTevst1q2kDNe7voD4J67-eu
AF32B47E-EAB4-4D07-8785-0941123E07D1,Housing,20-Dec-22,LocalGov.Housing.Repairs.Cancel,LocalGov.Housing.Repairs.Cancel,0.7818172,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,HoTevst1q2kDNe7voD4J67-eu
7BFE1D29-06CF-425E-B84A-52BAABB31171,Can I speak to a housing officer,20-Dec-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.8666653,housing officer housing officers housing-officer,speak house,{Carousel},HoTevst1q2kDNe7voD4J67-eu
D2A869C3-9D08-4FD6-AF9C-72CDD46A137F,Inquiring about the 180 pound the government for heating,20-Dec-22,LocalGov.Housing.Heating.Problem.Report,LocalGov.Housing.Heating.Problem.Report,0.23866151,Inquiring pound government heating Inquiring pounds governments heating ,inquire heat,,ksDkPebfqWHLZypZKmpRd-eu
F8C4AF06-F831-4E50-94DA-26428030385C,Why is there scaffolding outside my house,20-Dec-22,LocalGov.Planning.Permission.Property.Name.Apply,LocalGov.Planning.Permission.Property.Name.Apply,0.06626062,scaffolding house scaffolding houses ,scaffold,,ttSiq9BK9y9uczkA6CRu7-eu
1096C96C-6385-43FE-921F-5407D2A3F268,Electrical problem in the homes,20-Dec-22,LocalGov.Housing.Repairs.Electrical.Report,LocalGov.Housing.Repairs.Electrical.Report,0.107930236,homes home Electrical-problem,,,LspFXZTkGtuKUjr8P3ydrE-eu
FFD0AE1A-FEA0-430A-9177-B97786A551B0,Tell me a fact,20-Dec-22,Root.HowDoI,Root.HowDoI,0.124510266,fact facts ,,,398pMRT38xPLMsdc75uLMm-eu
48392DEF-D8D5-451A-A4F0-402C2DD84D18,Private land burials,20-Dec-22,Root.Sensitive.Desperation,Root.Sensitive.Desperation,0.04502859,land burials lands burial Private-land-burials,,,DJ3Kbw6NvhlH7C7yY3kf7N-eu
1393C978-63A9-45DE-B17F-204E9B3CC84A,What do I do with my car stuck in the road with flooded water,20-Dec-22,LocalGov.Housing.Repairs.Emergency.Plumbing.Report,LocalGov.Housing.Repairs.Emergency.Plumbing.Report,0.33798155,car road water cars roads waters flooded-water,,,3alzqibaLtx9GLENyeVBWF-eu
E52CCCCC-FE5F-467D-AA52-F8D56A979D9C,"Ohh, I just want to speak to someone",20-Dec-22,Base.Person.Transfer,Base.Person.Transfer,0.99952304,someone someone ,speak,,30DvptAFhwAEr0rfbd6sLy-eu
32CCC2D9-1F10-4AF6-BA76-7E4089A64A1F,Wheelie bin,20-Dec-22,LocalGov.Waste.Household.Dispose.How,LocalGov.Waste.Household.Dispose.How,0.97349566,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,KPOxuvR0TnCJDErqrfsdab-eu
38CD39F6-33AF-4CEC-BB1F-C7EE1A4BC6C8,Damaged wheelie bin,20-Dec-22,LocalGov.Waste.Household.Dispose.How,LocalGov.Waste.Household.Dispose.How,0.8905871,wheelie bin wheelies bins Damaged-wheelie-bin,,{Carousel},KPOxuvR0TnCJDErqrfsdab-eu
812A3187-69B3-444A-A577-ED377306298A,Alright,20-Dec-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,7m3saZvj3DS1bEXqgeuBjm-eu
C0526941-328B-4D9C-993E-5E676C038DF7,Good luck for it,20-Dec-22,Root.HowDoI,Root.HowDoI,0.15797125,luck lucks Good-luck,,,7m3saZvj3DS1bEXqgeuBjm-eu
D0DCCA2C-7804-4E80-B7FC-E201BD9B891B,I need to find an email address for the HR department,20-Dec-22,LocalGov.Base.PublicServiceLocation.Contact,LocalGov.Base.PublicServiceLocation.Contact,0.26745358,email address HR department emails addresses HRs departments email-address HR-department,,,6ndE5nco4QPFtN5PYfjrxj-eu
CF3D0919-FD8C-4E0E-A8BD-9CDE11A5741E,Regarding a housing application,20-Dec-22,LocalGov.Housing.Application.Help.Request,LocalGov.Housing.Application.Help.Request,0.5540493,Regarding housing application Regarding housing applications housing-application,regard house,{Carousel},1aanO31Vut0LEhe3WStUTf-eu
AC8858C8-7D2D-4D0A-9F62-58F2AA4E46E4,Can I speak to the accounts department,20-Dec-22,Base.Person.Transfer,Base.Person.Transfer,0.94912064,accounts department account departments accounts-department,speak,,7xWq5ogUOtsGZrForuqMDr-eu
F8F76076-5656-472B-B67A-7788FC693C3F,Regarding my sister's housing application,20-Dec-22,LocalGov.Housing.Application.Help.Request,LocalGov.Housing.Application.Help.Request,0.57513714,Regarding sisters housing application Regarding sister housing applications sister's-housing-application,regard house,{Carousel},JjOFWNFQcsDHspRuyTQPQf-eu
D916EC63-DA23-42FA-8752-A0E98ACFBD8F,Resident parking,20-Dec-22,LocalGov.Parking.Permit.Apply,LocalGov.Parking.Permit.Apply,0.7163198,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,LYHku9JqAZM8NujvdkJ3SN-eu
DA485335-B2B7-4B14-A0DF-9914AE3DB111,I would like to talk to someone,20-Dec-22,Base.Person.Transfer,Base.Person.Transfer,0.9994763,someone someone ,talk,,LYHku9JqAZM8NujvdkJ3SN-eu
71E5947C-1731-41EA-BD8B-57DD2BB5F39C,How do I find someone to pick up furniture,20-Dec-22,LocalGov.Registration.Death.What.Do,LocalGov.Registration.Death.What.Do,0.18486342,someone furniture someone furnitures ,pick,,7UJ6AIPunqbLZghnUCWEJP-eu
